altersklasse_covid19,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
20 - 29,CH03,202238,244,TRUE,85493,0.104,10.4,132907,183.59,64325.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,45,33.86,22.6,0.20000000000000107
20 - 29,CH04,202238,335,TRUE,114627,0.099,9.9,185153,180.93,61909.34,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,56,30.24,20.1,-0.20000000000000107
20 - 29,CH05,202238,159,TRUE,91269,0.082,8.200000000000001,142072,111.92,64241.37,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-3,-2.11,-1.9,-1.9000000000000004
20 - 29,CH06,202238,134,TRUE,61161,0.108,10.8,96756,138.49,63211.58,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,14,14.47,11.7,0.6999999999999993
20 - 29,CH07,202238,54,TRUE,23291,0.063,6.3,37316,144.71,62415.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-1,-2.68,-1.8,-2.1000000000000005
30 - 39,CH01,202238,341,TRUE,159510,0.154,15.4,244637,139.39,65202.73,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-34,-13.9,-9.1,-1.5000000000000018
30 - 39,CH02,202238,491,TRUE,156452,0.136,13.600000000000001,260449,188.52,60070.11,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-16,-6.14,-3.2,-1.0999999999999979
30 - 39,CH03,202238,330,TRUE,99805,0.14,14.000000000000002,169764,194.39,58790.44,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,42,24.74,14.6,-0.6999999999999975
30 - 39,CH04,202238,548,TRUE,145536,0.162,16.2,256370,213.75,56767.95,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,37,14.43,7.2,-2.3000000000000007
30 - 39,CH05,202238,281,TRUE,98868,0.145,14.499999999999998,166647,168.62,59327.8,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,76,45.61,37.1,1.799999999999999
30 - 39,CH06,202238,171,TRUE,69008,0.138,13.8,117309,145.77,58825.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-12,-10.23,-6.6,-1.4999999999999982
30 - 39,CH07,202238,93,TRUE,26243,0.108,10.8,39781,233.78,65968.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-16,-40.22,-14.7,-5.800000000000001
40 - 49,CH01,202238,379,TRUE,140862,0.171,17.1,241611,156.86,58301.15,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,8,3.31,2.2,0.40000000000000213
40 - 49,CH02,202238,531,TRUE,138315,0.147,14.7,251727,210.94,54946.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-51,-20.26,-8.8,-2.200000000000003
40 - 49,CH03,202238,347,TRUE,87507,0.147,14.7,163238,212.57,53607,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,27,16.54,8.4,-1.7000000000000028
40 - 49,CH04,202238,528,TRUE,123121,0.156,15.6,232249,227.34,53012.5,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,105,45.21,24.8,0.1999999999999993
40 - 49,CH05,202238,300,TRUE,84343,0.155,15.5,155148,193.36,54362.93,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,60,38.67,25,0.6000000000000014
40 - 49,CH06,202238,200,TRUE,60435,0.161,16.1,113276,176.56,53351.99,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,13,11.48,7,0.40000000000000213
40 - 49,CH07,202238,121,TRUE,28703,0.141,14.099999999999998,48290,250.57,59438.81,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,13,26.92,12,-2.3000000000000043
50 - 59,CH01,202238,376,TRUE,115589,0.17,17,241431,155.74,47876.62,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-20,-8.28,-5.1,-0.8000000000000007
50 - 59,CH02,202238,683,TRUE,124432,0.189,18.9,284457,240.11,43743.69,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,9,3.17,1.3,-0.7000000000000028
50 - 59,CH03,202238,483,TRUE,78869,0.205,20.5,180080,268.21,43796.65,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,92,51.08,23.5,0.5
50 - 59,CH04,202238,669,TRUE,97010,0.198,19.8,223652,299.13,43375.42,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,142,63.5,26.9,0.6999999999999993
50 - 59,CH05,202238,386,TRUE,81259,0.199,19.900000000000002,182634,211.35,44492.81,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,63,34.49,19.5,-0.1999999999999993
50 - 59,CH06,202238,242,TRUE,56724,0.195,19.5,129250,187.23,43887.04,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,7,5.41,3,-0.1999999999999993
50 - 59,CH07,202238,163,TRUE,27533,0.19,19,58508,278.59,47058.52,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,52,88.87,46.8,2.099999999999998
60 - 69,CH01,202238,316,TRUE,61507,0.143,14.299999999999999,172168,183.54,35724.99,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,30,17.42,10.5,1.3999999999999986
60 - 69,CH02,202238,623,TRUE,72527,0.173,17.299999999999997,229423,271.55,31612.79,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,108,47.07,21,2.299999999999997
60 - 69,CH03,202238,378,TRUE,43606,0.161,16.1,141538,267.07,30808.69,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,53,37.45,16.3,-0.5
60 - 69,CH04,202238,498,TRUE,51060,0.147,14.7,157468,316.25,32425.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,95,60.32,23.6,0.09999999999999964
60 - 69,CH05,202238,306,TRUE,46625,0.158,15.8,148172,206.52,31466.81,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,43,29.02,16.3,-0.5
60 - 69,CH06,202238,185,TRUE,31276,0.149,14.899999999999999,98972,186.92,31600.86,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,19,19.2,11.4,0.9999999999999964
60 - 69,CH07,202238,133,TRUE,14582,0.155,15.5,43476,305.92,33540.34,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,55,126.51,70.5,3.6000000000000014
70 - 79,CH01,202238,274,TRUE,36419,0.124,12.4,132384,206.97,27510.12,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,33,24.92,13.7,1.5999999999999996
70 - 79,CH02,202238,524,TRUE,41900,0.145,14.499999999999998,175985,297.75,23808.85,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,86,48.87,19.6,1.799999999999999
70 - 79,CH03,202238,309,TRUE,23592,0.131,13.100000000000001,104065,296.93,22670.45,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,111,106.66,56.1,3
70 - 79,CH04,202238,389,TRUE,29763,0.115,11.5,120161,323.73,24769.27,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,93,77.39,31.4,0.8000000000000007
70 - 79,CH05,202238,275,TRUE,24920,0.142,14.2,106507,258.2,23397.52,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,62,58.21,29.1,0.9999999999999982
70 - 79,CH06,202238,143,TRUE,15804,0.115,11.5,69169,206.74,22848.39,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,9,13.01,6.7,0.29999999999999893
70 - 79,CH07,202238,147,TRUE,9974,0.171,17.1,36178,406.32,27569.24,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,56,154.79,61.5,3.3000000000000007
80+,CH01,202238,216,TRUE,28586,0.097,9.700000000000001,84930,254.33,33658.31,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,46,54.17,27.1,2.000000000000001
80+,CH02,202238,258,TRUE,30260,0.072,7.199999999999999,107640,239.69,28112.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,35,32.52,15.7,0.6999999999999993
80+,CH03,202238,155,TRUE,17128,0.066,6.6000000000000005,66782,232.1,25647.63,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,40,59.9,34.8,0.7000000000000011
80+,CH04,202238,262,TRUE,21478,0.077,7.7,79000,331.65,27187.34,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,94,118.99,56,1.6000000000000005
80+,CH05,202238,150,TRUE,17426,0.077,7.7,64564,232.33,26990.27,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,33,51.11,28.2,0.40000000000000036
80+,CH06,202238,99,TRUE,11571,0.08,8,42795,231.34,27038.21,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,5,11.69,5.3,0.09999999999999964
80+,CH07,202238,104,TRUE,8348,0.121,12.1,26276,395.8,31770.44,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,60,228.35,136.4,5.3999999999999995
Unbekannt,CH01,202238,0,TRUE,136,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,0,NA,NA,0
Unbekannt,CH02,202238,0,TRUE,127,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-1,NA,-100,0
Unbekannt,CH03,202238,0,TRUE,80,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,0,NA,NA,0
Unbekannt,CH04,202238,1,TRUE,125,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,0,NA,0,0
Unbekannt,CH05,202238,0,TRUE,98,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,0,NA,NA,0
Unbekannt,CH06,202238,0,TRUE,85,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-1,NA,-100,-0.1
Unbekannt,CH07,202238,0,TRUE,78,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,0,NA,NA,0
0 - 9,CH01,202239,31,TRUE,50969,0.009,0.8999999999999999,175169,17.7,29097.04,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,4,2.29,14.8,-0.30000000000000004
0 - 9,CH02,202239,40,TRUE,60073,0.008,0.8,190204,21.03,31583.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,4,2.1,11.1,-0.19999999999999996
0 - 9,CH03,202239,29,TRUE,40898,0.008,0.8,119828,24.2,34130.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,-6,-5.01,-17.1,-0.7
0 - 9,CH04,202239,50,TRUE,55738,0.01,1,164131,30.46,33959.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,13,7.92,35.1,-0.09999999999999987
0 - 9,CH05,202239,33,TRUE,30901,0.011,1.0999999999999999,121659,27.12,25399.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,14,11.5,73.7,0.09999999999999987
0 - 9,CH06,202239,19,TRUE,25035,0.01,1,84437,22.5,29649.32,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,1,1.18,5.6,-0.5
0 - 9,CH07,202239,8,TRUE,10158,0.005,0.5,28476,28.09,35672.14,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,3,10.53,60,-0.09999999999999998
10 - 19,CH01,202239,111,TRUE,97993,0.034,3.4000000000000004,180412,61.53,54316.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,26,14.42,30.6,-0.39999999999999947
10 - 19,CH02,202239,123,TRUE,113188,0.024,2.4,186961,65.79,60540.97,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,-19,-10.16,-13.4,-1.5
10 - 19,CH03,202239,98,TRUE,71119,0.029,2.9000000000000004,113737,86.16,62529.34,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,25,21.98,34.2,-0.19999999999999973
10 - 19,CH04,202239,153,TRUE,90007,0.029,2.9000000000000004,146478,104.45,61447.45,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,39,26.62,34.2,-0.5
10 - 19,CH05,202239,55,TRUE,72051,0.018,1.7999999999999998,116312,47.29,61946.32,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,-8,-6.87,-12.7,-1.4000000000000004
10 - 19,CH06,202239,41,TRUE,50469,0.021,2.1,81214,50.48,62143.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,-6,-7.39,-12.8,-1.6999999999999997
10 - 19,CH07,202239,57,TRUE,20886,0.038,3.8,33880,168.24,61646.99,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,17,50.18,42.5,-0.9000000000000004
20 - 29,CH01,202239,294,TRUE,138253,0.09,9,212883,138.1,64943.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,91,42.74,44.8,-0.1999999999999993
20 - 29,CH02,202239,418,TRUE,140801,0.083,8.3,220645,189.44,63813.37,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,99,44.86,31,-0.4999999999999982
20 - 29,CH03,202239,310,TRUE,85803,0.091,9.1,132907,233.25,64558.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,66,49.66,27,-1.3000000000000007
20 - 29,CH04,202239,472,TRUE,115099,0.09,9,185153,254.92,62164.26,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,137,73.99,40.9,-0.9000000000000004
20 - 29,CH05,202239,259,TRUE,91528,0.085,8.5,142072,182.3,64423.67,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,100,70.38,62.9,0.29999999999999893
20 - 29,CH06,202239,174,TRUE,61335,0.09,9,96756,179.83,63391.42,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,40,41.34,29.9,-1.8000000000000007
20 - 29,CH07,202239,111,TRUE,23402,0.073,7.3,37316,297.46,62713.05,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,57,152.75,105.6,1
30 - 39,CH01,202239,446,TRUE,159956,0.136,13.600000000000001,244637,182.31,65385.04,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,105,42.92,30.8,-1.799999999999999
30 - 39,CH02,202239,711,TRUE,157163,0.141,14.099999999999998,260449,272.99,60343.1,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,220,84.47,44.8,0.49999999999999645
30 - 39,CH03,202239,554,TRUE,100359,0.162,16.2,169764,326.34,59116.77,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,224,131.95,67.9,2.1999999999999975
30 - 39,CH04,202239,894,TRUE,146430,0.171,17.1,256370,348.71,57116.67,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,346,134.96,63.1,0.9000000000000021
30 - 39,CH05,202239,448,TRUE,99316,0.147,14.7,166647,268.83,59596.63,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,167,100.21,59.4,0.20000000000000107
30 - 39,CH06,202239,256,TRUE,69264,0.133,13.3,117309,218.23,59044.06,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,85,72.46,49.7,-0.5
30 - 39,CH07,202239,193,TRUE,26436,0.127,12.7,39781,485.16,66453.83,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,100,251.38,107.5,1.8999999999999986
40 - 49,CH01,202239,525,TRUE,141387,0.16,16,241611,217.29,58518.44,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,146,60.43,38.5,-1.1000000000000014
40 - 49,CH02,202239,701,TRUE,139016,0.139,13.900000000000002,251727,278.48,55224.91,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,170,67.54,32,-0.7999999999999972
40 - 49,CH03,202239,459,TRUE,87966,0.134,13.4,163238,281.18,53888.19,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,112,68.61,32.3,-1.299999999999999
40 - 49,CH04,202239,840,TRUE,123961,0.161,16.1,232249,361.68,53374.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,312,134.34,59.1,0.5000000000000018
40 - 49,CH05,202239,404,TRUE,84747,0.133,13.3,155148,260.4,54623.33,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,104,67.04,34.7,-2.1999999999999993
40 - 49,CH06,202239,299,TRUE,60734,0.155,15.5,113276,263.96,53615.95,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,99,87.4,49.5,-0.6000000000000014
40 - 49,CH07,202239,245,TRUE,28948,0.161,16.1,48290,507.35,59946.16,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,124,256.78,102.5,2.0000000000000036
50 - 59,CH01,202239,618,TRUE,116207,0.188,18.8,241431,255.97,48132.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,242,100.23,64.4,1.8000000000000007
50 - 59,CH02,202239,1023,TRUE,125455,0.202,20.200000000000003,284457,359.63,44103.33,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,340,119.52,49.8,1.3000000000000043
50 - 59,CH03,202239,711,TRUE,79580,0.208,20.8,180080,394.82,44191.47,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,228,126.61,47.2,0.3000000000000007
50 - 59,CH04,202239,1022,TRUE,98032,0.196,19.6,223652,456.96,43832.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,353,157.83,52.8,-0.1999999999999993
50 - 59,CH05,202239,633,TRUE,81892,0.208,20.8,182634,346.59,44839.41,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,247,135.24,64,0.8999999999999986
50 - 59,CH06,202239,396,TRUE,57120,0.205,20.5,129250,306.38,44193.42,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,154,119.15,63.6,1
50 - 59,CH07,202239,311,TRUE,27844,0.205,20.5,58508,531.55,47590.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,148,252.96,90.8,1.5
60 - 69,CH01,202239,476,TRUE,61983,0.145,14.499999999999998,172168,276.47,36001.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,160,92.93,50.6,0.1999999999999993
60 - 69,CH02,202239,868,TRUE,73395,0.172,17.2,229423,378.34,31991.13,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,245,106.79,39.3,-0.09999999999999787
60 - 69,CH03,202239,588,TRUE,44194,0.172,17.2,141538,415.44,31224.12,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,210,148.37,55.6,1.0999999999999979
60 - 69,CH04,202239,778,TRUE,51838,0.149,14.899999999999999,157468,494.07,32919.7,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,280,177.82,56.2,0.1999999999999993
60 - 69,CH05,202239,512,TRUE,47137,0.168,16.8,148172,345.54,31812.35,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,206,139.02,67.3,1
60 - 69,CH06,202239,308,TRUE,31584,0.16,16,98972,311.2,31912.06,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,123,124.28,66.5,1.1000000000000014
60 - 69,CH07,202239,238,TRUE,14820,0.157,15.7,43476,547.43,34087.77,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,105,241.51,78.9,0.1999999999999993
70 - 79,CH01,202239,459,TRUE,36878,0.14,14.000000000000002,132384,346.72,27856.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,185,139.75,67.5,1.6000000000000014
70 - 79,CH02,202239,750,TRUE,42650,0.148,14.799999999999999,175985,426.17,24235.02,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,226,128.42,43.1,0.3000000000000007
70 - 79,CH03,202239,437,TRUE,24029,0.128,12.8,104065,419.93,23090.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,128,123,41.4,-0.3000000000000007
70 - 79,CH04,202239,633,TRUE,30396,0.121,12.1,120161,526.79,25296.06,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,244,203.06,62.7,0.5999999999999996
70 - 79,CH05,202239,470,TRUE,25390,0.154,15.4,106507,441.29,23838.81,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,195,183.09,70.9,1.200000000000001
70 - 79,CH06,202239,269,TRUE,16073,0.139,13.900000000000002,69169,388.9,23237.29,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,126,182.16,88.1,2.400000000000002
70 - 79,CH07,202239,216,TRUE,10190,0.142,14.2,36178,597.05,28166.29,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,69,190.73,46.9,-2.900000000000002
80+,CH01,202239,324,TRUE,28910,0.099,9.9,84930,381.49,34039.8,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,108,127.16,50,0.1999999999999993
80+,CH02,202239,423,TRUE,30683,0.084,8.4,107640,392.98,28505.2,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,165,153.29,64,1.200000000000001
80+,CH03,202239,235,TRUE,17363,0.069,6.9,66782,351.89,25999.52,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,80,119.79,51.6,0.2999999999999998
80+,CH04,202239,381,TRUE,21859,0.073,7.3,79000,482.28,27669.62,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,119,150.63,45.4,-0.40000000000000036
80+,CH05,202239,232,TRUE,17658,0.076,7.6,64564,359.33,27349.61,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,82,127,54.7,-0.10000000000000053
80+,CH06,202239,166,TRUE,11737,0.086,8.6,42795,387.9,27426.1,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,67,156.56,67.7,0.5999999999999996
80+,CH07,202239,141,TRUE,8489,0.093,9.3,26276,536.61,32307.05,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,37,140.81,35.6,-2.799999999999999
Unbekannt,CH01,202239,0,TRUE,136,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,0,NA,NA,0
Unbekannt,CH02,202239,0,TRUE,127,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,0,NA,NA,0
Unbekannt,CH03,202239,0,TRUE,80,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,0,NA,NA,0
Unbekannt,CH04,202239,0,TRUE,125,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,-1,NA,-100,0
Unbekannt,CH05,202239,2,TRUE,100,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,2,NA,NA,0.1
Unbekannt,CH06,202239,1,TRUE,86,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,1,NA,NA,0.1
Unbekannt,CH07,202239,0,TRUE,78,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-39,0,NA,NA,0
0 - 9,CH01,202240,60,TRUE,51029,0.011,1.0999999999999999,175169,34.25,29131.3,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,29,16.55,93.5,0.19999999999999996
0 - 9,CH02,202240,50,TRUE,60123,0.007,0.7000000000000001,190204,26.29,31609.75,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,10,5.26,25,-0.09999999999999998
0 - 9,CH03,202240,31,TRUE,40929,0.007,0.7000000000000001,119828,25.87,34156.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,2,1.67,6.9,-0.09999999999999998
0 - 9,CH04,202240,67,TRUE,55805,0.009,0.8999999999999999,164131,40.82,34000.28,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,17,10.36,34,-0.10000000000000009
0 - 9,CH05,202240,20,TRUE,30921,0.005,0.5,121659,16.44,25416.12,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,-13,-10.68,-39.4,-0.5999999999999999
0 - 9,CH06,202240,18,TRUE,25053,0.007,0.7000000000000001,84437,21.32,29670.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,-1,-1.18,-5.3,-0.29999999999999993
0 - 9,CH07,202240,20,TRUE,10178,0.007,0.7000000000000001,28476,70.23,35742.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,12,42.14,150,0.20000000000000007
10 - 19,CH01,202240,140,TRUE,98133,0.025,2.5,180412,77.6,54393.83,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,29,16.07,26.1,-0.9000000000000004
10 - 19,CH02,202240,156,TRUE,113344,0.022,2.1999999999999997,186961,83.44,60624.41,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,33,17.65,26.8,-0.20000000000000018
10 - 19,CH03,202240,106,TRUE,71225,0.023,2.3,113737,93.2,62622.54,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-40,8,7.04,8.2,-0.6000000000000005
